,,,,,,,
,matiere,langue enseignement,liste études (codes),liste des n°s sciper enseignants,liste des enseignants,liste orientations/sections sans doublons,liste URL fiche sans doublons
,Analysis I,fr,MT-BA1#MX-BA1#SV-BA1#MA-BA1#PH-BA1#GC-BA1#SIE-BA1#EL-BA1#GM-BA1#IN-BA1#SC-BA1,100776#104983#106185#120861#125665#166061,Chabloz Philippe#Douchet Jacques#Rappaz Jacques#Buffoni Boris#Stubbe Joachim#Wittwer Peter,MT#MX#SV#MA#PH#GC#SIE#EL#GM#IN#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705590&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683111&ww_c_langue=en
,Analysis II,fr,GC-BA2#SIE-BA2#SV-BA2#MA-BA2#PH-BA2#MT-BA2#MX-BA2#EL-BA2#GM-BA2#IN-BA2#SC-BA2,104781#104983#106185#118353#125665#166061,Cibils Michel#Douchet Jacques#Rappaz Jacques#Nobile Fabio#Stubbe Joachim#Wittwer Peter,GC#SIE#SV#MA#PH#MT#MX#EL#GM#IN#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1705597&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683111&ww_c_langue=en
,Analysis III,en,PH-BA3,113868,Maddocks John H.,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3855141&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Analysis III,fr,MA-BA3#EL-BA3#GM-BA3#MX-BA3#GC-BA3#SIE-BA3#IN-BA3#SC-BA3#MT-BA3#SV-BA3,104983#105837#106096#118378#138859,Douchet Jacques#Metzener Philippe#Picasso Marco#Ratiu Tudor#Mountford Thomas,MA#EL#GM#MX#GC#SIE#IN#SC#MT#SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772230&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
,Analysis IV,fr,MA-BA4#MT-BA4#SV-BA4#EL-BA4#GM-BA4#MX-BA4#GC-BA6#SIE-BA4#IN-BA4#SC-BA4#PH-BA4,104848#104859#105837#118378#125665,Dacorogna Bernard#Dalang Robert#Metzener Philippe#Ratiu Tudor#Stubbe Joachim,MA#MT#SV#EL#GM#MX#GC#SIE#IN#SC#PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772235&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Analysis of public problems : socio-technical issues,fr,SHS-BA3,196780,Rayner Hervé,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=898391464&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Analysis on groups,en,MA-MA2,181579,Monod Nicolas,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230298691&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Analytical chemistry complements,fr,AUDIT-E,123171,Laurenczy Gabor,UNIL_GEU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=82771421&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,Analytical mechanics (for SPH),fr,PH-BA4,144344,De Los Rios Paolo,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774652&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Analytical separation methods,fr,AUDIT-H#CGC-BA5,105258#150841,Girault Hubert#Roussel Christophe,UNIL_SFU#CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774837&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774837&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683117&ww_c_langue=en
,Analytical spectroscopy,fr,AUDIT-H#CGC-MA1# CGC-MA3,107384,Humphry-Baker Robin,UNIL_SFU#CGC_CHIM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24425476&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24425476&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en
,An introduction to the law of architecture : contracts and competition,fr,AR-MA1# AR-MA3,111310#112780,Werro Franz#Zufferey Jean-Baptiste,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24168132&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
,Applications for convex optimization and linear programming ,en,IN-MA2#MA-MA2#SC-MA2# SC-MA4,161832,Fragouli Christina,IN#MA_CO#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71809458&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71809458&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71809458&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Applied mathematics,fr,CGC-BA3,104724,Caussignac Philippe,CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774612&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683117&ww_c_langue=en
,Applied molecular quantum chemistry,en,CGC-MA1# CGC-MA3#MA-MA1# MA-MA3,106285,Rotzinger François,CGC_CHIM#MA_CO,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1770678&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1770678&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Applied probability & stochastic processes,en,MINEUR-H#MTE-MA1# MTE-MA3,107931,Lévêque Olivier,MIN_MTE#MTE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352617902&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352617902&ww_x_anneeacad=123455150&ww_i_section=946882&ww_i_niveau=6683147&ww_c_langue=en
,Applied stochastic processes,en,MA-BA5,138859,Mountford Thomas,MA,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=129685260&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en
,Applied Superconductivity ,fr,EL-MA1# EL-MA3,105035,Dutoit Bertrand,EL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=242340974&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683147&ww_c_langue=en
,Architectural integration of solar energy,fr,ENAC-BA6,105271#106255#159393,Gnansounou Edgard#Roecker Christian#Munari Probst Maria Cristina,ENAC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=321156939&ww_x_anneeacad=123455150&ww_i_section=69034007&ww_i_niveau=6683117&ww_c_langue=en
,Architecture and cities design of Islam,fr,AR-MA1# AR-MA3,109766,Gachet Bernard,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=126727237&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
,Architecture and construction of the city I,fr,AR-MA1# AR-MA3#MINEUR-H,105248,Gilot Christian,AR#MIN_DEV_TER,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771849&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771849&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en
,Architecture and construction of the city II,fr,AR-MA2,105248,Gilot Christian,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771854&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
,Architecture and structures - the lightweight construction,fr,ENAC-BA6,121845#176410,Keller Thomas#Matter Galletti Claude,ENAC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=195441521&ww_x_anneeacad=123455150&ww_i_section=69034007&ww_i_niveau=6683117&ww_c_langue=en
,Art and history of gardens,fr,AR-MA2,221847#221851#221852,Méjean Claire#Schwok Claire-Lise#Daune Laurent,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71466740&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
,"Art Brut, an inventive and rebellious creation",fr,SHS-BA6,207135,Peiry Tillmanns Lucienne,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405246067&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Artificial intelligence,fr,IN-BA6#SC-BA6,105074,Faltings Boi,IN#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774242&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774242&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Artificial photosynthesis,en,CGC-MA2,106763,Zakeeruddin Shaik Mohammed,CGC_CHIM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230666900&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en
,"Artistic practices : art-science, reversed landscapes",fr,SHS-BA5,218434,Gonzenbach Christian,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=901803197&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Artistic practices : conquering space,fr,SHS-BA4,207432,Mayor Genêt,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405238729&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Artistic practices : filming and innovation I,en,SHS-MA1,157990#221192,Nova Nicolas#Perret Jean,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=903669184&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,Artistic practices : filming and innovation II,en,SHS-MA2,157990#221192,Nova Nicolas#Perret Jean,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=903669279&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,"Artistic practices: observing, noting, interpreting",fr,SHS-BA3,152734#167563,Berthoud Pascal#Grillet Michel,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405238453&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Artistic practices: Pop attitudes,fr,SHS-BA6,207132#207134,Radi Fabienne#Tièche Ambroise,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405246107&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,"Art of colour I
",fr,AR-BA3,104996#106453#106786,Duboux Charles#Soubeyrand Paule#Zufferey Marie-Pierre,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348223435&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,"Art of colour II
",fr,AR-BA4,104996#106453#106786,Duboux Charles#Soubeyrand Paule#Zufferey Marie-Pierre,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348225525&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,"Art of drawing I
",fr,AR-BA1,104996#106453#106786,Duboux Charles#Soubeyrand Paule#Zufferey Marie-Pierre,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348199085&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en
,"Art of drawing II
",fr,AR-BA2,104996#106453#106786,Duboux Charles#Soubeyrand Paule#Zufferey Marie-Pierre,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348199337&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en
,Art of volume,fr,AR-BA5,217968#218252,Kihm Christophe#Seiler Kerim,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=849238719&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Arts in contexts,fr,SHS-BA2,162050,Starobinski Georges,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=898386707&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683111&ww_c_langue=en
,Asia : contemporary history (19th-20th century),fr,SHS-BA3,196397,Rapin Ami-Jacques,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=234942692&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Asian worlds : modern challenges,fr,SHS-BA2,182176,Kernen Antoine,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405237349&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683111&ww_c_langue=en
,Assembly and robotics Laboratory Work,fr,MT-MA1# MT-MA3,104561#105468#115532,Bleuler Hannes#Jacot Jacques#Ryser Peter,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771905&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683147&ww_c_langue=en
,Assembly techniques I,fr,MT-MA1# MT-MA3,105468,Jacot Jacques,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776647&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683147&ww_c_langue=en
,Assembly techniques II,fr,MT-MA2,105468,Jacot Jacques,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776652&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683147&ww_c_langue=en
,Astrophysics,fr,PH-BA5,157449,North Pierre,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771930&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Astrophysics III : Stellar and galactic dynamics,en,MINEUR-H#PH-MA3# PH-MA1#PH-MA1# PH-MA3,157449,North Pierre,MIN_TEC_SPACE#ING_PHYS#PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230678232&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230678232&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en
,Astrophysics I : Introduction to astrophysics,fr,MINEUR-E#PH-BA4,166196,Courbin Frédéric,MIN_TEC_SPACE#PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771925&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771925&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Astrophysics IV : Observational cosmology,en,PH-MA2,158695,Meylan Georges,ING_PHYS#PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230678479&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en
,Asymetric synthesis,fr,CGC-BA6,181574,Waser Jérôme,CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776512&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683117&ww_c_langue=en
,Atoms and radiation,fr,PH-BA6,188660,Auböck Gerald,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771970&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,"Atoms, ions, molecules and functions I",fr,AUDIT-H#CGC-BA1,148571#178464,Gerber Sandrine#Corminboeuf Anne-Clémence,UNIL_SFU#CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2246987&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2246987&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683111&ww_c_langue=en
,"Atoms, ions, molecules and functions II",fr,AUDIT-E#CGC-BA2,148571,Gerber Sandrine,UNIL_SFU#CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2246994&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2246994&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683111&ww_c_langue=en
,Audio engineering,fr,EL-MA2#MT-MA2,157878,Lissek Hervé,EL#MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=350861389&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=350861389&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683147&ww_c_langue=en
,Automatic speech processing,en,IN-MA3# IN-MA1#SC-MA1# SC-MA3,117014,Bourlard Hervé,IN#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348760034&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348760034&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,B2B - High-Tech Marketing,en,MINEUR-H#MTE-MA1# MTE-MA3,105859,Micol Jean,MIN_MTE#MTE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=840844976&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=840844976&ww_x_anneeacad=123455150&ww_i_section=946882&ww_i_niveau=6683147&ww_c_langue=en
